Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
cilios	4	6.25	cilios	Nom
producción de metabolitos	4	6.25	producción de metabolitos	Nom Préposition Nom
lugar crípticos	4	6.25	lugares crípticos	Nom Adjectif
acto de ahorro individual	4	6.25	acto de ahorro individual	Nom Préposition Nom Adjectif
mecanismo de retroalimentación	4	6.25	mecanismo de retroalimentación___mecanismos de retroalimentación	Nom Préposition Nom
mujer lesbianas	4	6.25	mujeres lesbianas	Nom Adjectif
transporte defectuoso	4	6.25	transporte defectuoso	Nom Adjectif
importe del producto	4	6.25	importe del producto	Nom Préposition Nom
carta en cadena	4	6.25	cartas en cadena	Nom Préposition Nom
sitio donante	4	6.25	sitio donante___sitios donante	Nom Nom
bacteria vivo	4	6.25	bacterias vivas	Nom Adjectif
célula intacto	4	6.25	células intactas	Nom Adjectif
ácido hidroclorídrico	4	6.25	ácido hidroclorídrico	Nom Adjectif
almohadilla de terciopelo	4	6.25	almohadilla de terciopelo	Nom Préposition Nom
gzip	4	6.25	gzip	Nom
neutrófilos polimorfonucleares	4	6.25	neutrófilos polimorfonucleares	Nom Adjectif
linfocitos proveniente	4	6.25	linfocitos provenientes	Nom Adjectif
material extraño	4	6.25	material extraño	Nom Adjectif
hidrolasas	4	6.25	hidrolasas	Nom
macrófagos maduro	4	6.25	macrófagos maduros	Nom Adjectif
páncreas artificial	4	6.25	páncreas artificial	Nom Adjectif
quintal diario	4	6.25	quintal diario	Nom Adjectif
aumento de ocupación	4	6.25	aumento de ocupación	Nom Préposition Nom
hora de trabajo especial	4	6.25	hora de trabajo especial	Nom Préposition Nom Adjectif
lugar de restricción	4	6.25	lugares de restricción	Nom Préposition Nom
par de hermano homosexual	4	6.25	par de hermanos homosexuales___pares de hermanos homosexuales	Nom Préposition Nom Adjectif
hormonal prenatal	4	6.25	hormonal prenatal	Nom Adjectif
intro &rsqb	4	6.25	intro &rsqb	Nom Nom
unread	4	6.25	unread	Nom
molécula de extremo romos	4	6.25	moléculas de extremos romos	Nom Préposition Nom Adjectif
hemoglobina fetal	4	6.25	hemoglobina fetal	Nom Adjectif
línea de resumen	4	6.25	línea de resumen	Nom Préposition Nom
nombre del host	4	6.25	nombres del host	Nom Préposition Nom
márketing	4	6.25	márketing	Nom
núcleo intersticiales	4	6.25	núcleos intersticiales	Nom Adjectif
característica por defecto	4	6.25	características por defecto	Nom Préposition Nom
inserción de elemento	4	6.25	inserción de elementos	Nom Préposition Nom
planta piloto	4	6.25	planta piloto	Nom Nom
glándula sudoríparas	4	6.25	glándulas sudoríparas	Nom Adjectif
número de suscriptor	4	6.25	número de suscriptores	Nom Préposition Nom
userhelp	4	6.25	userhelp	Nom
servidor en cuestión	4	6.25	servidor en cuestión	Nom Préposition Nom
compress	4	6.25	compress	Nom
pkzip	4	6.25	pkzip	Nom
mac	4	6.25	mac	Nom
versión del virus	4	6.25	versiones del virus	Nom Préposition Nom
virus resistente	4	6.25	virus resistentes	Nom Adjectif
región bisagra	4	6.25	región bisagra	Nom Nom
fenilalanina en sangre	4	6.25	fenilalanina en sangre	Nom Préposition Nom
pentámeros	4	6.25	pentámeros	Nom
antígeno divalente	4	6.25	antígeno divalente	Nom Adjectif
cassio	4	6.25	cassio	Nom
ejemplo de hipertexto	4	6.25	ejemplo de hipertexto	Nom Préposition Nom
anafilotoxinas	4	6.25	anafilotoxinas	Nom
decisión humano	4	6.25	decisiones humanas	Nom Adjectif
documento hipertexto	4	6.25	documento hipertexto	Nom Nom
ela	4	6.25	ela	Nom
liberación de mediador	4	6.25	liberación de mediadores	Nom Préposition Nom
complemento estadístico	4	6.25	complemento estadístico	Nom Adjectif
biopterina	4	6.25	biopterina	Nom
desarrollo de herramienta	4	6.25	desarrollo de herramientas	Nom Préposition Nom
linajes humano	4	6.25	linajes humano___linajes humanos	Nom Adjectif
protozoarios	4	6.25	protozoarios	Nom
nivel de fenilalanina	4	6.25	niveles de fenilalanina	Nom Préposition Nom
antígeno por medio	4	6.25	antígeno por medio	Nom Préposition Nom
prueba de detección positivo	4	6.25	prueba de detección positiva	Nom Préposition Nom Adjectif
url correspondiente	4	6.25	url correspondiente	Nom Adjectif
membrana bacteriana	4	6.25	membrana bacteriana	Nom Nom
fenómeno siguiente	4	6.25	fenómeno siguiente___fenómenos siguientes	Nom Adjectif
cuadro url	4	6.25	cuadro url	Nom Adjectif
superficie del microbio	4	6.25	superficie del microbio	Nom Préposition Nom
patrón de ramificación	4	6.25	patrón de ramificación___patrones de ramificación	Nom Préposition Nom
genes alélicos	4	6.25	genes alélicos	Nom Nom
segregación mendeliana	4	6.25	segregación mendeliana	Nom Adjectif
centro de rescate	4	6.25	centro de rescate	Nom Préposition Nom
exposición prenatal	4	6.25	exposición prenatal	Nom Adjectif
vacuolas	4	6.25	vacuolas	Nom
caso de trisomía	4	6.25	casos de trisomía	Nom Préposition Nom
glomérulo	4	6.25	glomérulo	Nom
menú desplegables	4	6.25	menús desplegables	Nom Adjectif
defecto cardíaco	4	6.25	defectos cardíacos	Nom Adjectif
razonamiento ordinario	4	6.25	razonamiento ordinario	Nom Adjectif
genes en respuesta	4	6.25	genes en respuesta	Nom Préposition Nom
protocolo clínico	4	6.25	protocolos clínicos	Nom Adjectif
oz	4	6.25	oz	Nom
ex_nombre de archivo	4	6.25	ex_nombre de archivo	Nom Préposition Nom
patología genético	4	6.25	patología genética___patologías genéticas	Nom Adjectif
posición cromosómicas	4	6.25	posiciones cromosómicas	Nom Nom
opción de flujo	4	6.25	opción de flujo___opciones de flujo	Nom Préposition Nom
canalización condicional	4	6.25	canalización condicional	Nom Adjectif
prestación de flujo	4	6.25	prestaciones de flujo	Nom Préposition Nom
gemelo|gemelos mz	4	6.25	gemelos mz	Nom Adjectif
enfermedad recesiva	4	6.25	enfermedad recesiva	Nom Adjectif
clase de desocupación	4	6.25	clase de desocupación___clases de desocupación	Nom Préposition Nom
estudio de adopción	4	6.25	estudio de adopción___estudios de adopción	Nom Préposition Nom
unión crípticos	4	6.25	unión crípticos	Nom Adjectif
valoración convencional	4	6.25	valoración convencional	Nom Adjectif
miocitos	4	6.25	miocitos	Nom
cláusula de inclusión	4	6.25	cláusula de inclusión___cláusulas de inclusión	Nom Préposition Nom
exposición precoz	4	6.25	exposición precoz	Nom Adjectif
tradición clásico	4	6.25	tradición clásica	Nom Adjectif
grupo interesante	4	6.25	grupo interesante	Nom Adjectif
inversionista individual	4	6.25	inversionista individual	Nom Adjectif
nombre de tríplice	4	6.25	nombre de tríplice	Nom Préposition Nom
biz	4	6.25	biz	Nom
conducta real	4	6.25	conducta real	Nom Adjectif
ciento de grupo	4	6.25	cientos de grupos	Nom Préposition Nom
achillea	4	6.25	achillea	Nom
unix-to-unix	4	6.25	unix-to-unix	Nom
sistema de comando	4	6.25	sistema de comandos	Nom Préposition Nom
red académico	4	6.25	red académica	Nom Adjectif
circunstancia concebibles	4	6.25	circunstancias concebibles	Nom Adjectif
rango de posibilidad	4	6.25	rango de posibilidades	Nom Préposition Nom
mapi	4	6.25	mapi	Nom
transferencia del fichero	4	6.25	transferencia del fichero	Nom Préposition Nom
función del ingreso	4	6.25	función del ingreso	Nom Préposition Nom
depositante	4	6.25	depositante	Nom
fidonet	4	6.25	fidonet	Nom
estado del mensaje	4	6.25	estado del mensaje	Nom Préposition Nom
grupo completo	4	6.25	grupo completo	Nom Adjectif
número de bbs	4	6.25	número de bbs	Nom Préposition Nom
rugoso	4	6.25	rugoso	Nom
cadena gama	4	6.25	cadena gama___cadenas gama	Nom Nom
consumo de capital	4	6.25	consumo de capital	Nom Préposition Nom
equipo viejo	4	6.25	equipo viejo	Nom Adjectif
transmisión de carácter hereditarios	4	6.25	transmisión de caracteres hereditarios	Nom Préposition Nom Adjectif
condición de panmixia	4	6.25	condiciones de panmixia	Nom Préposition Nom
salario en término monetario	4	6.25	salarios en términos monetarios	Nom Préposition Nom Adjectif
puntuación global	4	6.25	puntuación global___puntuaciones globales	Nom Adjectif
parte de nuestras	4	6.25	parte de nuestras	Nom Préposition Nom
c-myb	4	6.25	c-myb	Nom
meditaciones	4	6.25	meditaciones	Nom
atesoramiento de dinero	4	6.25	atesoramiento de dinero	Nom Préposition Nom
consulta de base	4	6.25	consulta de bases	Nom Préposition Nom
discontinuos	4	6.25	discontinuos	Nom
sitio específico	4	6.25	sitios específicos	Nom Adjectif
día de verano	4	6.25	día de verano	Nom Préposition Nom
minisatélite	4	6.25	minisatélite	Nom
figura relación	4	6.25	figura relación___figura relaciones	Nom Nom
mapa de genes	4	6.25	mapa de genes	Nom Préposition Nom
lugar del gen	4	6.25	lugar del gen	Nom Préposition Nom
oligonucleótidos habitual	4	6.25	oligonucleótidos habituales	Nom Adjectif
psicología de masa	4	6.25	psicología de masa	Nom Préposition Nom
caere	4	6.25	caere	Nom
retrovirus capaz	4	6.25	retrovirus capaz	Nom Adjectif
herramienta de correo	4	6.25	herramienta de correo	Nom Préposition Nom
bacteria hospedadora	4	6.25	bacteria hospedadora	Nom Adjectif
dispositivo de cd-rom	4	6.25	dispositivos de cd-rom	Nom Préposition Nom
valoración del mercado	4	6.25	valoración del mercado___valoraciones del mercado	Nom Préposition Nom
codones subsiguiente	4	6.25	codones subsiguientes	Nom Adjectif
salir	4	6.25	salir	Nom
lista de artículo disponible	4	6.25	lista de artículos disponibles___listas de artículos disponibles	Nom Préposition Nom Adjectif
alza discontinuo	4	6.25	alza discontinua	Nom Adjectif
sistema de conexión	4	6.25	sistema de conexión___sistema de conexiones	Nom Préposition Nom
tapcis	4	6.25	tapcis	Nom
gen completo	4	6.25	gen completo	Nom Adjectif
pantalla similar	4	6.25	pantalla similar	Nom Adjectif
desutilidad del trabajo	4	6.25	desutilidad del trabajo	Nom Préposition Nom
recurso especializado	4	6.25	recursos especializados	Nom Adjectif
estructura de comando	4	6.25	estructura de comandos	Nom Préposition Nom
ribozima	4	6.25	ribozima	Nom
red del tipo	4	6.25	red del tipo___redes del tipo	Nom Préposition Nom
prestación de canalización	4	6.25	prestaciones de canalización	Nom Préposition Nom
modo de emulación	4	6.25	modo de emulación	Nom Préposition Nom
trazado del mapa genético	4	6.25	trazado del mapa genético	Nom Préposition Nom Adjectif
interfaz básico	4	6.25	interfaz básico___interfaz básica	Nom Adjectif
estimación de probabilidad	4	6.25	estimación de probabilidad	Nom Préposition Nom
gemelo|gemelos dizigóticos	4	6.25	gemelos dizigóticos	Nom Adjectif
pcx	4	6.25	pcx	Nom
base de dato interactivo	4	6.25	bases de datos interactivas	Nom Préposition Nom Adjectif
rt	4	6.25	rt	Nom
carácter de salto	4	6.25	caracteres de salto	Nom Préposition Nom
aumento de inversión	4	6.25	aumento de inversión	Nom Préposition Nom
cuadro de comprobación	4	6.25	cuadros de comprobación	Nom Préposition Nom
aumento inesperado	4	6.25	aumento inesperado	Nom Adjectif
ganglio autonómico	4	6.25	ganglios autonómicos	Nom Adjectif
protocolo apropiado	4	6.25	protocolo apropiado___protocolo apropiada	Nom Adjectif
opción del comando	4	6.25	opciones del comando	Nom Préposition Nom
dirección particular	4	6.25	dirección particular___direcciones particulares	Nom Adjectif
resultado genético	4	6.25	resultados genéticos	Nom Adjectif
inserción de genes normal	4	6.25	inserción de genes normales	Nom Préposition Nom Adjectif
previsión matemático	4	6.25	previsión matemática	Nom Adjectif
cliente disponible	4	6.25	cliente disponible___clientes disponibles	Nom Adjectif
nuestra ignorancia	4	6.25	nuestra ignorancia	Nom Nom
dirección ftp	4	6.25	dirección ftp	Nom Nom
diseño de oligonucleótidos	4	6.25	diseño de oligonucleótidos	Nom Préposition Nom
mercado de inversión moderno	4	6.25	mercados de inversión modernos	Nom Préposition Nom Adjectif
tasa de transcripción	4	6.25	tasa de transcripción	Nom Préposition Nom
timinas	4	6.25	timinas	Nom
parte de áfrica	4	6.25	partes de áfrica	Nom Préposition Nom
compañero de correspondencia	4	6.25	compañeros de correspondencia	Nom Préposition Nom
sistema de membrana	4	6.25	sistemas de membrana	Nom Préposition Nom
usuario telefónico	4	6.25	usuario telefónico___usuarios telefónicos	Nom Adjectif
escala de inversión	4	6.25	escala de inversión___escalas de inversión	Nom Préposition Nom
caso del protocolo	4	6.25	caso del protocolo	Nom Préposition Nom
unidad restante	4	6.25	unidades restantes	Nom Adjectif
red adicional	4	6.25	red adicional___redes adicionales	Nom Adjectif
parámetro lastdrive	4	6.25	parámetro lastdrive	Nom Adjectif
grupo microbianos	4	6.25	grupos microbianos	Nom Adjectif
terapia de aumento	4	6.25	terapia de aumento	Nom Préposition Nom
mielógena agudo	4	6.25	mielógena aguda	Nom Adjectif
rango de ordenador	4	6.25	rango de ordenadores	Nom Préposition Nom
comunicación defectuoso	4	6.25	comunicación defectuosa___comunicaciones defectuosas	Nom Adjectif
mielocitomatosis	4	6.25	mielocitomatosis	Nom
rb	4	6.25	rb	Nom
sistema dial-up	4	6.25	sistema dial-up___sistemas dial-up	Nom Nom
través de correo electrónico	4	6.25	través de correo electrónico	Nom Préposition Nom Adjectif
principio de distribución independiente	4	6.25	principio de distribución independiente	Nom Préposition Nom Adjectif
rendimiento futuro	4	6.25	rendimiento futuro	Nom Adjectif
baja violento	4	6.25	baja violenta	Nom Adjectif
prestación de diseño	4	6.25	prestaciones de diseño	Nom Préposition Nom
capacidad de proceso	4	6.25	capacidad de proceso	Nom Préposition Nom
constructor mutualistas	4	6.25	constructoras mutualistas	Nom Adjectif
genie	4	6.25	genie	Nom
existencia de capital	4	6.25	existencia de capital	Nom Préposition Nom
movimiento ascendente	4	6.25	movimiento ascendente	Nom Adjectif
hecho físico	4	6.25	hecho físico	Nom Adjectif
beta grande	4	6.25	beta mayor	Nom Adjectif
vínculo de base	4	6.25	vínculos de base	Nom Préposition Nom
hidropesía fetal	4	6.25	hidropesía fetal	Nom Adjectif
regla de selección	4	6.25	reglas de selección	Nom Préposition Nom
vms	4	6.25	vms	Nom
función del consumo	4	6.25	función del consumo	Nom Préposition Nom
uso del correo electrónico	4	6.25	uso del correo electrónico	Nom Préposition Nom Adjectif
juego violento	4	6.25	juegos violentos	Nom Adjectif
principio de transmisión independiente	4	6.25	principio de transmisión independiente	Nom Préposition Nom Adjectif
red distinto	4	6.25	redes distintas	Nom Adjectif
operación unilateral	4	6.25	operación unilateral	Nom Adjectif
mainframes de ibm	4	6.25	mainframes de ibm	Nom Préposition Nom
control de dato	4	6.25	control de datos___controles de datos	Nom Préposition Nom
artículo durable	4	6.25	artículos durables	Nom Adjectif
anemia grave	4	6.25	anemia grave	Nom Adjectif
ddt	4	6.25	ddt	Nom
átomo de azufre	4	6.25	átomo de azufre	Nom Préposition Nom
transmisión de formulario	4	6.25	transmisión de formularios	Nom Préposition Nom
síntesis artificial	4	6.25	síntesis artificial	Nom Adjectif
hidrofóbicos	4	6.25	hidrofóbicos	Nom
opinión promedio	4	6.25	opinión promedio	Nom Nom
técnica de trazado	4	6.25	técnicas de trazado	Nom Préposition Nom
herramienta hipertexto	4	6.25	herramienta hipertexto___herramientas hipertexto	Nom Nom
elemento de regulación	4	6.25	elemento de regulación___elementos de regulación	Nom Préposition Nom
análisis del ligamiento	4	6.25	análisis del ligamiento	Nom Préposition Nom
clonación del gen	4	6.25	clonación del gen	Nom Préposition Nom
especificar acción	4	6.25	especificar acción	Nom Nom
eritroleucemia	4	6.25	eritroleucemia	Nom
factor hereditarios	4	6.25	factores hereditarios	Nom Adjectif
mv	4	6.25	mv	Nom
dirección del correo electrónico	4	6.25	dirección del correo electrónico	Nom Préposition Nom Adjectif
base de dato subyacente	4	6.25	base de datos subyacente	Nom Préposition Nom Adjectif
forma homocigota	4	6.25	forma homocigota	Nom Nom
sysops	4	6.25	sysops	Nom
reguladoras	4	6.25	reguladoras	Nom
conformación de nuestra	4	6.25	conformación de nuestra	Nom Préposition Nom
servicio de conexión	4	6.25	servicios de conexión	Nom Préposition Nom
genes polimórficos	4	6.25	genes polimórficos	Nom Adjectif
bloqueadores	4	6.25	bloqueadores	Nom
selección en favor	4	6.25	selección en favor	Nom Préposition Nom
receptor de antígenos	4	6.25	receptores de antígenos	Nom Préposition Nom
circulación activo	4	6.25	circulación activa	Nom Adjectif
bacteria infeccioso	4	6.25	bacterias infecciosas	Nom Adjectif
forma intuitiva	4	6.25	forma intuitiva	Nom Adjectif
proteína transportadoras	4	6.25	proteínas transportadoras	Nom Adjectif
autómata	4	6.25	autómata	Nom
cara basal	4	6.25	cara basal	Nom Adjectif
neófitos	4	6.25	neófitos	Nom
vries	4	6.25	vries	Nom
tipo normativo	4	6.25	tipo normativo	Nom Adjectif
dna operador	4	6.25	dna operador	Nom Nom
síntoma específico	4	6.25	síntoma específico	Nom Adjectif
ab	4	6.25	ab	Nom
extinción del miedo	4	6.25	extinción del miedo	Nom Préposition Nom
bacteria patógenas	4	6.25	bacterias patógenas	Nom Adjectif
protocolo experimental	4	6.25	protocolo experimental	Nom Adjectif
segmento génicos	4	6.25	segmentos génicos	Nom Nom
superfamilias	4	6.25	superfamilias	Nom
paquete de difusión	4	6.25	paquetes de difusión	Nom Préposition Nom
proteína defensivo	4	6.25	proteínas defensivas	Nom Adjectif
variable en término	4	6.25	variables en términos	Nom Préposition Nom
tratamiento antirretroviral	4	6.25	tratamiento antirretroviral	Nom Adjectif
difusión ipx	4	6.25	difusión ipx	Nom Nom
vacuna anticonceptivo	4	6.25	vacunas anticonceptivas	Nom Adjectif
estación de gestión	4	6.25	estación de gestión___estaciones de gestión	Nom Préposition Nom
